"ASX code","Company name","Listing date","GICs industry group"
"VBS","VECTUS BIOSYSTEMS LIMITED","2016-02-23","Pharmaceuticals, Biotechnology & Life Sciences"
"VCX","VICINITY CENTRES","2011-12-05","Real Estate"
"VEA","VIVA ENERGY GROUP LIMITED","2018-07-13","Energy"
"VEC","VECTOR RESOURCES LIMITED","2007-12-17","Materials"
"VEE","VEEM LTD","2016-10-26","Capital Goods"
"VEN","VINTAGE ENERGY LTD","2018-09-17","Energy"
"VG1","VGI PARTNERS GLOBAL INVESTMENTS LIMITED","2017-09-28","Not Applic"
"VG8","VGI PARTNERS ASIAN INVESTMENTS LIMITED","2019-11-13","Not Applic"
"VGI","VGI PARTNERS LIMITED","2019-06-21","Diversified Financials"
"VGL","VISTA GROUP INTERNATIONAL LIMITED.","2014-08-11","Software & Services"
"VHT","VOLPARA HEALTH TECHNOLOGIES LIMITED","2016-04-27","Health Care Equipment & Services"
"VIA","VIAGOLD RARE EARTH RESOURCES HOLDINGS LIMITED","1996-02-07","Materials"
"VIC","VICTORY MINES LIMITED","2012-10-09","Materials"
"VIG","VICTOR GROUP HOLDINGS LIMITED","2014-05-09","Software & Services"
"VII","VIETNAM INDUSTRIAL INVESTMENTS LIMITED","1995-09-18","Materials"
"VIP","VIP GLOVES LTD","1997-02-05","Health Care Equipment & Services"
"VKA","VIKING MINES LIMITED","2010-05-12","Materials"
"VKANA","VIKING MINES LIMITED","2010-05-12","Materials"
"VLS","VITA LIFE SCIENCES LIMITED..","2007-08-23","Pharmaceuticals, Biotechnology & Life Sciences"
"VMC","VENUS METALS CORPORATION LIMITED","2007-06-12","Materials"
"VMG","VDM GROUP LIMITED","2006-02-15","Capital Goods"
"VML","VITAL METALS LIMITED","2005-10-11","Materials"
"VMS","VENTURE MINERALS LIMITED","2006-09-22","Materials"
"VMT","VMOTO LIMITED","2002-01-31","Automobiles & Components"
"VMX","VALMEC LIMITED","2005-01-13","Energy"
"VMY","VIMY RESOURCES LIMITED","2008-05-23","Energy"
"VN8","VONEX LIMITED..","2018-06-13","Telecommunication Services"
"VOC","VOCUS GROUP LIMITED","1999-06-10","Telecommunication Services"
"VOL","VICTORY OFFICES LIMITED","2019-06-14","Real Estate"
"VOR","VORTIV LIMITED","2001-08-08","Software & Services"
"VP7","VELOCITY PROPERTY GROUP LIMITED","2017-02-07","Real Estate"
"VPC","VPCL LTD","2011-07-28","Not Applic"
"VPR","VOLT POWER GROUP LIMITED","1991-04-18","Utilities"
"VR1","VECTION TECHNOLOGIES LTD","2017-03-17","Software & Services"
"VR8","VANADIUM RESOURCES LIMITED","2017-11-03","Materials"
"VRC","VOLT RESOURCES LIMITED","2003-12-19","Materials"
"VRL","VILLAGE ROADSHOW LIMITED","1987-02-26","Media & Entertainment"
"VRS","VERIS LIMITED","2008-06-25","Commercial & Professional Services"
"VRT","VIRTUS HEALTH LIMITED","2013-06-11","Health Care Equipment & Services"
"VRX","VRX SILICA LIMITED","2011-02-24","Materials"
"VTG","VITA GROUP LIMITED","2005-11-02","Retailing"
"VTH","VITALHARVEST FREEHOLD TRUST","2018-08-01","Real Estate"
"VTI","VISIONEERING TECHNOLOGIES, INC.","2017-03-28","Health Care Equipment & Services"
"VUK","VIRGIN MONEY UK PLC","2016-02-03","Banks"
"VUL","VULCAN ENERGY RESOURCES LIMITED","2018-05-30","Materials"
"VVA","VIVA LEISURE LIMITED","2019-06-07","Consumer Services"
"VXR","VENTUREX RESOURCES LIMITED","2007-04-27","Materials"
"VYS","VYSARN LIMITED","2007-12-14","Materials"
"WAA","WAM ACTIVE LIMITED","2008-01-11","Not Applic"
"WAF","WEST AFRICAN RESOURCES LIMITED","2010-06-11","Materials"
"WAK","WA KAOLIN LIMITED","2020-11-26","Materials"
"WAM","WAM CAPITAL LIMITED","1999-08-12","Not Applic"
"WAT","WATERCO LIMITED","1989-03-23","Consumer Durables & Apparel"
"WAX","WAM RESEARCH LIMITED","2003-08-19","Not Applic"
"WBC","WESTPAC BANKING CORPORATION","1970-07-18","Banks"
"WBE","WHITEBARK ENERGY LTD","2004-03-10","Energy"
"WBT","WEEBIT NANO LTD","2010-12-21","Technology Hardware & Equipment"
"WC8","WILDCAT RESOURCES LIMITED","2004-08-04","Materials"
"WCG","WEBCENTRAL GROUP LIMITED.","1999-12-14","Software & Services"
"WCN","WHITE CLIFF MINERALS LIMITED","2007-12-14","Materials"
"WEB","WEBJET LIMITED","1997-11-19","Retailing"
"WEC","WHITE ENERGY COMPANY LIMITED","1999-07-23","Energy"
"WEL","WINCHESTER ENERGY LTD","2014-09-23","Energy"
"WES","WESFARMERS LIMITED","1984-11-15","Retailing"
"WFL","WELLFULLY LIMITED","2000-05-29","Pharmaceuticals, Biotechnology & Life Sciences"
"WGB","WAM GLOBAL LIMITED","2018-06-22","Not Applic"
"WGN","WAGNERS HOLDING COMPANY LIMITED","2017-12-08","Materials"
"WGO","WARREGO ENERGY LIMITED","2007-12-12","Energy"
"WGX","WESTGOLD RESOURCES LIMITED.","2016-12-06","Materials"
"WHA","WATTLE HEALTH AUSTRALIA LIMITED","2017-03-15","Food, Beverage & Tobacco"
"WHC","WHITEHAVEN COAL LIMITED","2007-06-01","Energy"
"WHF","WHITEFIELD LIMITED","1971-08-02","Not Applic"
"WHK","WHITEHAWK LIMITED","2018-01-24","Retailing"
"WIC","WESTOZ INVESTMENT COMPANY LIMITED","2009-09-16","Not Applic"
"WJA","WAMEJA LIMITED","2000-09-08","Software & Services"
"WKT","WALKABOUT RESOURCES LTD","2006-11-07","Materials"
"WLD","WELLARD LIMITED","2015-12-10","Food, Beverage & Tobacco"
"WLE","WAM LEADERS LIMITED","2016-05-30","Not Applic"
"WMA","WAM ALTERNATIVE ASSETS LIMITED","2014-06-16","Not Applic"
"WMI","WAM MICROCAP LIMITED","2017-06-28","Not Applic"
"WML","WOOMERA MINING LIMITED","2005-09-15","Materials"
"WMX","WILUNA MINING CORPORATION LIMITED","2006-09-28","Materials"
"WNB","WELLNESS AND BEAUTY SOLUTIONS LIMITED","2016-01-14","Consumer Services"
"WNR","WINGARA AG LTD","1990-01-31","Food, Beverage & Tobacco"
"WOA","WIDE OPEN AGRICULTURE LTD","2018-07-06","Food, Beverage & Tobacco"
"WOR","WORLEY LIMITED","2002-11-28","Energy"
"WOW","WOOLWORTHS GROUP LIMITED","1993-07-12","Food & Staples Retailing"
"WPL","WOODSIDE PETROLEUM LTD","1971-11-18","Energy"
"WPP","WPP AUNZ LTD","1994-01-14","Media & Entertainment"
"WPR","WAYPOINT REIT","2016-08-03","Real Estate"
"WQG","WCM GLOBAL GROWTH LIMITED","2017-06-23","Not Applic"
"WRM","WHITE ROCK MINERALS LIMITED","2010-10-08","Materials"
"WSA","WESTERN AREAS LIMITED","2000-07-28","Materials"
"WSI","WESTSTAR INDUSTRIAL LIMITED","2006-06-07","Materials"
"WSP","WHISPIR LIMITED","2019-06-19","Software & Services"
"WSR","WESTAR RESOURCES LIMITED","2020-12-17","Materials"
"WTC","WISETECH GLOBAL LIMITED","2016-04-11","Software & Services"
"WTL","WT FINANCIAL GROUP LIMITED","2015-03-09","Diversified Financials"
"WWG","WISEWAY GROUP LIMITED","2018-10-31","Transportation"
"WWI","WEST WITS MINING LIMITED","2007-12-19","Materials"
"WZR","WISR LIMITED","1989-03-16","Diversified Financials"
"XAM","XANADU MINES LTD","2010-12-21","Materials"
"XF1","XREF LIMITED","2007-04-18","Software & Services"
"XPE","XPED LIMITED","2007-06-22","Software & Services"
"XPL","XPLORE WEALTH LIMITED","2014-06-25","Diversified Financials"
"XRF","XRF SCIENTIFIC LIMITED","2006-10-31","Capital Goods"
"XRO","XERO LIMITED","2012-11-08","Software & Services"
"XST","XSTATE RESOURCES LIMITED","1988-01-14","Energy"
"XTC","XANTIPPE RESOURCES LIMITED","2007-08-15","Materials"
"XTE","XTEK LIMITED.","2005-09-15","Capital Goods"
"YAL","YANCOAL AUSTRALIA LIMITED","2012-06-28","Energy"
"YBR","YELLOW BRICK ROAD HOLDINGS LIMITED","2008-01-31","Banks"
"YFZ","YOUFOODZ HOLDINGS LIMITED","2020-12-08","Food, Beverage & Tobacco"
"YOJ","YOJEE LIMITED","2010-12-02","Software & Services"
"YOW","YOWIE GROUP LTD","1999-09-15","Food, Beverage & Tobacco"
"YPB","YPB GROUP LTD","2005-03-07","Commercial & Professional Services"
"YRL","YANDAL RESOURCES LIMITED","2018-12-14","Materials"
"Z1P","ZIP CO LIMITED.","2009-12-09","Diversified Financials"
"ZBT","ZEBIT INC.","2020-10-26","Retailing"
"ZEL","Z ENERGY LIMITED.","2013-08-19","Energy"
"ZEO","ZEOTECH LIMITED","2009-10-16","Materials"
"ZER","ZETA RESOURCES LIMITED","2013-06-12","Not Applic"
"ZEU","ZEUS RESOURCES LIMITED","2013-01-21","Energy"
"ZGL","ZICOM GROUP LIMITED","1970-11-12","Capital Goods"
"ZIM","ZIMPLATS HOLDINGS LIMITED","1998-10-15","Materials"
"ZLD","ZELIRA THERAPEUTICS LIMITED","2003-07-28","Pharmaceuticals, Biotechnology & Life Sciences"
"ZMI","ZINC OF IRELAND NL","2007-09-18","Materials"
"ZNC","ZENITH MINERALS LIMITED","2007-05-29","Materials"
"ZNO","ZOONO GROUP LIMITED","1988-07-21","Materials"
